Vehicle_ID,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr
1293,Sodium-ion,49.1,239,Vehicle-to-Grid (V2G),7.7
1294,Nickel-cobalt-aluminum,75,255,DC Fast Charging (DCFC),9.3
1295,Lead-acid,65.8,416,Solar Charging,5.2
1296,Sodium-ion,46.8,475,CCS,12
1297,Magnesium-ion,71.3,105,Mobile Charging,11.6
1298,Lead-acid,128.4,283,CCS,9.4
1299,Calcium-ion,131.1,154,Overhead Pantograph Charging,5.3
1300,Magnesium-ion,108.2,152,Overhead Pantograph Charging,7.9
1301,Zinc-air,26.7,489,Vehicle-to-Load (V2L),11
1302,Sodium-ion,135.5,162,Level 2 Charging,3.2
1303,Lead-acid,137.3,305,Overhead Pantograph Charging,2.4
1304,Aluminum-ion,75.3,191,NACS,11.3
1305,Nickel-manganese-cobalt,137.1,255,Solar Charging,8.4
1306,Calcium-ion,30.6,170,Solar Charging,4.3
1307,Aluminum-ion,113.2,341,Ultra-Fast Charging (350 kW+),11.1
1308,Sodium-ion,92,187,NACS,7.2
1309,Solid-state,78.3,128,Mobile Charging,11
1310,Lithium-iron phosphate,66.4,172,Solar Charging,5.5
1311,Lithium-sulfur,57.6,561,Inductive (Wireless) Charging,0.9
1312,Calcium-ion,103.8,570,NACS,5.4
1313,Lithium-ion,57.1,384,Vehicle-to-Grid (V2G),2.6
1314,Magnesium-ion,124.8,362,Level 2 Charging,1.7
1315,Lithium-titanate,69.3,183,Plug-in Hydrogen Refueling,7.3
1316,Aluminum-ion,64.4,412,Level 1 Charging,8.4
1317,Solid-state,111.6,376,Vehicle-to-Grid (V2G),8.1
1318,Lithium-titanate,79.5,289,Vehicle-to-Home (V2H),2.5
1319,Nickel-metal hydride,29.3,481,Vehicle-to-Home (V2H),8.9
1320,Magnesium-ion,95.5,253,Battery Swapping,11.1
1321,Nickel-metal hydride,114.4,426,Level 1 Charging,2.9
1322,Zinc-air,21.5,520,Level 1 Charging,9
1323,Calcium-ion,75.3,316,Inductive (Wireless) Charging,3
1324,Flow batteries,71.3,482,CCS,1.9
1325,Sodium-ion,35.8,470,Vehicle-to-Grid (V2G),1
1326,Lithium-iron phosphate,112.9,205,Plug-in Hydrogen Refueling,1.3
1327,Lithium-titanate,97.9,390,Ultra-Fast Charging (350 kW+),2.9
1328,Flow batteries,52,433,Mobile Charging,10.4
1329,Flow batteries,99.7,437,CHAdeMO,10.1
1330,Lithium-sulfur,43,142,Plug-in Hydrogen Refueling,9.8
1331,Lead-acid,133.4,425,Solar Charging,5.2
1332,Nickel-manganese-cobalt,74.6,316,CHAdeMO,11.2
1333,Zinc-air,73.5,508,Level 2 Charging,5.3
1334,Lead-acid,79.1,238,Mobile Charging,9.2
1335,Lithium-ion,103.4,317,CCS,9.6
1336,Lithium-iron phosphate,91.3,326,Overhead Pantograph Charging,11.6
1337,Zinc-air,138.7,582,Overhead Pantograph Charging,2.7
1338,Aluminum-ion,31,117,Overhead Pantograph Charging,5.7
1339,Lithium-iron phosphate,40.7,290,Ultra-Fast Charging (350 kW+),10.2
1340,Zinc-air,114.9,385,Vehicle-to-Load (V2L),2.2
1341,Lithium-sulfur,21.8,526,Inductive (Wireless) Charging,2.5
1342,Nickel-manganese-cobalt,21.6,379,Plug-in Hydrogen Refueling,5.7
1343,Zinc-air,66.9,309,Level 1 Charging,0.6
1344,Zinc-air,80,197,Level 2 Charging,8
1345,Nickel-metal hydride,35.6,511,Battery Swapping,4.1
1346,Lithium-sulfur,59.8,308,Level 2 Charging,11.8
1347,Lithium-iron phosphate,138.5,238,DC Fast Charging (DCFC),2.1
1348,Flow batteries,43.7,428,Overhead Pantograph Charging,4.1
1349,Sodium-ion,127.5,283,Overhead Pantograph Charging,1.8
1350,Aluminum-ion,72.6,487,Solar Charging,8.9
1351,Lithium-ion,138,356,Battery Swapping,4.1
1352,Lithium-sulfur,100.6,390,CHAdeMO,1.5
1353,Magnesium-ion,62.4,217,Battery Swapping,6.7
1354,Nickel-metal hydride,39.2,538,Level 1 Charging,2.4
1355,Lithium-ion,22.7,380,Plug-in Hydrogen Refueling,3.4
1356,Solid-state,52.8,307,Level 1 Charging,0.8
1357,Flow batteries,89.2,495,Vehicle-to-Home (V2H),9
1358,Lithium-iron phosphate,25.3,111,Battery Swapping,8.4
1359,Flow batteries,98.5,430,Overhead Pantograph Charging,8.5
1360,Lithium-iron phosphate,62.1,222,Battery Swapping,5.2
1361,Lithium-titanate,27,129,CHAdeMO,3.6
1362,Aluminum-ion,119.7,595,Level 1 Charging,2.2
1363,Flow batteries,146.2,310,Solar Charging,2.3
1364,Lead-acid,35.1,314,DC Fast Charging (DCFC),7.7
1365,Lithium-iron phosphate,27.2,318,Vehicle-to-Grid (V2G),0.8
1366,Nickel-cobalt-aluminum,28.9,145,CHAdeMO,0.8
1367,Nickel-cobalt-aluminum,114.3,596,Solar Charging,8
1368,Lithium-ion,67.6,468,Inductive (Wireless) Charging,11.6
1369,Magnesium-ion,33.2,447,CHAdeMO,10
1370,Calcium-ion,36.9,139,Vehicle-to-Home (V2H),10.7
1371,Lithium-iron phosphate,67,118,Vehicle-to-Grid (V2G),11.7
1372,Lithium-ion,59.9,314,Plug-in Hydrogen Refueling,6.8
1373,Magnesium-ion,42.4,596,Plug-in Hydrogen Refueling,8.1
1374,Lithium-iron phosphate,20.3,442,Vehicle-to-Grid (V2G),3.2
1375,Magnesium-ion,74.6,111,Plug-in Hydrogen Refueling,5.2
1376,Solid-state,124.3,195,Ultra-Fast Charging (350 kW+),10.4
1377,Lithium-ion,46.3,131,Inductive (Wireless) Charging,1.7
1378,Lithium-iron phosphate,33.9,453,Vehicle-to-Load (V2L),9.1
1379,Magnesium-ion,148.8,469,Battery Swapping,1.6
1380,Lithium-iron phosphate,63.9,184,CCS,0.8
1381,Nickel-manganese-cobalt,34.6,312,CCS,5.4
1382,Nickel-manganese-cobalt,83.8,161,Inductive (Wireless) Charging,6.1
1383,Lithium-titanate,113.1,287,Overhead Pantograph Charging,5.9
1384,Nickel-cobalt-aluminum,96.1,504,Plug-in Hydrogen Refueling,7.4
1385,Nickel-cobalt-aluminum,100.6,160,Ultra-Fast Charging (350 kW+),7.1
1386,Nickel-manganese-cobalt,140.6,211,Inductive (Wireless) Charging,4.7
1387,Nickel-metal hydride,57.5,537,Solar Charging,6.3
1388,Solid-state,67.9,136,Plug-in Hydrogen Refueling,6
1389,Lithium-sulfur,91.5,147,Level 1 Charging,4.2
1390,Sodium-ion,81.4,382,Mobile Charging,4.2
1391,Nickel-manganese-cobalt,85.9,274,Overhead Pantograph Charging,3.5
1392,Magnesium-ion,116,289,Battery Swapping,5.4
1393,Magnesium-ion,54.3,433,Vehicle-to-Load (V2L),6.6
1394,Lithium-sulfur,126.8,530,Solar Charging,6.3
1395,Lead-acid,87.1,253,Level 2 Charging,5.7
1396,Aluminum-ion,72.1,313,CHAdeMO,4.6
1397,Zinc-air,108.3,190,Level 2 Charging,8.5
1398,Lithium-titanate,30.9,563,Mobile Charging,7.4
1399,Aluminum-ion,80.2,463,Mobile Charging,4.5
1400,Lithium-titanate,128.8,333,Inductive (Wireless) Charging,2.6
1401,Solid-state,75,129,Solar Charging,2.3
1402,Lithium-ion,47,538,NACS,2.7
1403,Nickel-manganese-cobalt,127.7,131,Vehicle-to-Grid (V2G),6.8
1404,Flow batteries,21.4,116,Solar Charging,7.2
1405,Nickel-cobalt-aluminum,147.3,568,Level 1 Charging,6.7
1406,Lithium-iron phosphate,36.5,458,NACS,11.9
1407,Lithium-ion,36.3,320,Vehicle-to-Grid (V2G),5.7
1408,Zinc-air,68.6,331,Level 1 Charging,6.3
1409,Lithium-titanate,139.9,389,NACS,7.3
1410,Lithium-iron phosphate,42.5,180,Overhead Pantograph Charging,11.5
1411,Calcium-ion,146.5,158,Ultra-Fast Charging (350 kW+),11.9
1412,Lithium-iron phosphate,118.2,225,Inductive (Wireless) Charging,10.6
1413,Nickel-metal hydride,128.1,503,Battery Swapping,9.2
1414,Nickel-metal hydride,51.6,354,Plug-in Hydrogen Refueling,2.8
1415,Solid-state,93.6,561,Vehicle-to-Home (V2H),4.4
1416,Lithium-titanate,72.1,583,Vehicle-to-Grid (V2G),10.3
1417,Nickel-cobalt-aluminum,35.7,514,Ultra-Fast Charging (350 kW+),0.8
1418,Lithium-titanate,49.9,269,Overhead Pantograph Charging,0.6
1419,Nickel-manganese-cobalt,102.9,233,Vehicle-to-Home (V2H),7.5
1420,Magnesium-ion,34.2,192,Level 1 Charging,4
1421,Solid-state,66.5,416,Level 2 Charging,2.4
1422,Nickel-metal hydride,146.4,264,Vehicle-to-Grid (V2G),8.7
1423,Calcium-ion,121.4,547,Mobile Charging,9
1424,Aluminum-ion,102.6,186,Solar Charging,5.6
1425,Lithium-sulfur,94.1,189,Level 1 Charging,9.6
1426,Sodium-ion,75.9,194,DC Fast Charging (DCFC),6
1427,Lead-acid,100.5,168,NACS,3.9
1428,Lithium-ion,61.6,243,Plug-in Hydrogen Refueling,1.8
1429,Zinc-air,62.3,337,NACS,2.8
1430,Lithium-sulfur,56.8,147,Vehicle-to-Grid (V2G),3.9
1431,Flow batteries,136.3,367,Overhead Pantograph Charging,6
1432,Magnesium-ion,29,267,Mobile Charging,1.7
1433,Lithium-sulfur,92.8,327,Solar Charging,3.6
1434,Zinc-air,118.9,105,NACS,4.6
1435,Nickel-metal hydride,45.7,322,Battery Swapping,1.2
1436,Nickel-cobalt-aluminum,114.4,220,Mobile Charging,9.5
1437,Flow batteries,73.4,148,Solar Charging,3.1
1438,Lithium-sulfur,136.5,534,Vehicle-to-Home (V2H),2
1439,Zinc-air,24.4,130,CHAdeMO,5.7
1440,Lithium-sulfur,146.9,286,Vehicle-to-Grid (V2G),9.2
1441,Nickel-manganese-cobalt,103.8,440,Inductive (Wireless) Charging,0.8
1442,Zinc-air,22.1,362,Vehicle-to-Home (V2H),6.3
1443,Nickel-cobalt-aluminum,46.6,448,NACS,8.5
1444,Zinc-air,37.9,524,CCS,8.5
1445,Nickel-metal hydride,129.1,490,DC Fast Charging (DCFC),5.1
1446,Nickel-manganese-cobalt,35.6,178,Vehicle-to-Grid (V2G),8.6
1447,Lithium-sulfur,42.3,400,Solar Charging,2.3
1448,Lithium-sulfur,66.6,389,Vehicle-to-Grid (V2G),5.7
1449,Nickel-metal hydride,144.6,239,Ultra-Fast Charging (350 kW+),7
1450,Nickel-manganese-cobalt,85.3,574,Level 1 Charging,4.9
1451,Calcium-ion,52.8,495,CHAdeMO,10.9
1452,Flow batteries,58.8,328,Level 2 Charging,2.8
1453,Calcium-ion,120.2,526,Solar Charging,10.2
1454,Lithium-sulfur,31.5,314,Level 1 Charging,5.4
1455,Lithium-ion,88.9,530,Level 1 Charging,3.3
1456,Nickel-cobalt-aluminum,101.9,194,Battery Swapping,4.3
1457,Nickel-cobalt-aluminum,97.6,399,DC Fast Charging (DCFC),11.3
1458,Lithium-iron phosphate,99.3,432,Vehicle-to-Home (V2H),0.5
1459,Lithium-sulfur,85.2,140,Vehicle-to-Home (V2H),9.6
1460,Nickel-manganese-cobalt,149.8,227,Overhead Pantograph Charging,3.7
1461,Nickel-cobalt-aluminum,56.9,137,CHAdeMO,4.8
1462,Nickel-metal hydride,41.6,310,CHAdeMO,0.6
1463,Aluminum-ion,115.8,505,Ultra-Fast Charging (350 kW+),3
1464,Lithium-ion,59.1,226,Battery Swapping,6.5
1465,Nickel-cobalt-aluminum,21.3,102,DC Fast Charging (DCFC),3.8
1466,Calcium-ion,57,579,DC Fast Charging (DCFC),3
1467,Lead-acid,76.5,267,Plug-in Hydrogen Refueling,3.9
1468,Sodium-ion,128.1,115,Vehicle-to-Load (V2L),11.9
1469,Calcium-ion,68.1,373,CHAdeMO,10.6
1470,Nickel-metal hydride,118.5,433,Solar Charging,10.3
1471,Calcium-ion,72.6,106,Level 2 Charging,6.2
1472,Nickel-metal hydride,145.6,175,Mobile Charging,10.1
1473,Magnesium-ion,58.2,258,Battery Swapping,10.2
1474,Solid-state,140,553,Level 1 Charging,8.5
1475,Flow batteries,41.6,375,Overhead Pantograph Charging,1.4
1476,Lithium-titanate,30.3,477,CCS,4.2
1477,Calcium-ion,81.5,125,Solar Charging,0.6
1478,Nickel-metal hydride,43.2,511,Level 1 Charging,8.3
1479,Lithium-titanate,116.7,437,Vehicle-to-Home (V2H),6.6
1480,Lithium-titanate,50.8,469,Vehicle-to-Grid (V2G),2
1481,Lithium-ion,85.7,594,Vehicle-to-Load (V2L),11.9
1482,Aluminum-ion,147.3,543,Ultra-Fast Charging (350 kW+),1.4
1483,Nickel-metal hydride,124,223,NACS,8.1
1484,Zinc-air,137.6,447,Level 1 Charging,6
1485,Magnesium-ion,28.3,299,DC Fast Charging (DCFC),10
1486,Sodium-ion,111.4,395,Plug-in Hydrogen Refueling,11.1
1487,Lithium-ion,48.1,298,Plug-in Hydrogen Refueling,1.1
1488,Aluminum-ion,103.3,431,Vehicle-to-Grid (V2G),3.6
1489,Flow batteries,23.7,286,CHAdeMO,0.8
1490,Flow batteries,127.2,596,Plug-in Hydrogen Refueling,1
1491,Flow batteries,96.8,170,Level 2 Charging,4.2
1492,Zinc-air,70.6,422,Overhead Pantograph Charging,6.6
1493,Nickel-manganese-cobalt,100.1,126,Mobile Charging,8.5
1494,Nickel-manganese-cobalt,132.3,178,Vehicle-to-Grid (V2G),10.9
1495,Nickel-manganese-cobalt,50,471,DC Fast Charging (DCFC),5.4
1496,Lithium-iron phosphate,51.9,267,Solar Charging,5.6
1497,Sodium-ion,113.9,163,DC Fast Charging (DCFC),9.2
1498,Nickel-cobalt-aluminum,135.1,383,Ultra-Fast Charging (350 kW+),2.7
1499,Lithium-iron phosphate,149.2,455,Vehicle-to-Load (V2L),10.2
1500,Nickel-manganese-cobalt,51.4,197,CHAdeMO,8.4
1501,Aluminum-ion,37.3,222,NACS,9.9
1502,Lithium-titanate,89.5,273,CHAdeMO,1
1503,Lead-acid,56.3,170,Inductive (Wireless) Charging,11.6
1504,Sodium-ion,129.6,453,Mobile Charging,2
1505,Lithium-titanate,128.2,503,Solar Charging,11.8
1506,Lithium-iron phosphate,46.5,138,Vehicle-to-Grid (V2G),10.7
1507,Lithium-ion,50.9,508,Level 2 Charging,4.4
1508,Lithium-titanate,27,559,Vehicle-to-Load (V2L),3.6
1509,Calcium-ion,40.8,531,Level 2 Charging,3.3
1510,Zinc-air,78.2,261,Vehicle-to-Load (V2L),7.9
1511,Magnesium-ion,30.1,406,Vehicle-to-Grid (V2G),0.9
1512,Lithium-sulfur,48.1,167,Ultra-Fast Charging (350 kW+),11.7
1513,Zinc-air,57.5,577,Mobile Charging,3.1
1514,Lithium-titanate,139,580,Vehicle-to-Load (V2L),4
1515,Nickel-metal hydride,138.2,165,Inductive (Wireless) Charging,5.7
1516,Lithium-titanate,30,474,Inductive (Wireless) Charging,8.5
1517,Nickel-cobalt-aluminum,109.3,419,Battery Swapping,7
1518,Calcium-ion,90.6,393,CHAdeMO,5.3
1519,Sodium-ion,84.9,574,Plug-in Hydrogen Refueling,4.2
1520,Lead-acid,122.3,312,CHAdeMO,3.8
1521,Zinc-air,81.4,251,Level 1 Charging,2.2
1522,Lithium-titanate,28.3,110,Ultra-Fast Charging (350 kW+),5.2
1523,Lithium-titanate,26.3,413,Ultra-Fast Charging (350 kW+),0.8
1524,Calcium-ion,129.8,520,Vehicle-to-Load (V2L),2.1
1525,Lithium-iron phosphate,66,494,Plug-in Hydrogen Refueling,9.1
1526,Calcium-ion,101.6,380,Level 2 Charging,2.1
1527,Lead-acid,56.4,530,Level 1 Charging,5.9
1528,Zinc-air,67.5,585,CCS,8
1529,Calcium-ion,98.8,502,Plug-in Hydrogen Refueling,8.5
1530,Nickel-cobalt-aluminum,113.1,487,Battery Swapping,2.4
1531,Lithium-iron phosphate,105.4,428,DC Fast Charging (DCFC),4.8
1532,Zinc-air,91.3,528,Level 1 Charging,11.2
1533,Lithium-iron phosphate,81.3,523,Level 2 Charging,0.9
1534,Magnesium-ion,80.6,328,Mobile Charging,8.6
1535,Lithium-titanate,47.3,363,DC Fast Charging (DCFC),4.6
1536,Lead-acid,54.3,362,Vehicle-to-Home (V2H),5.2
1537,Calcium-ion,63.4,145,CCS,2.3
1538,Calcium-ion,83.5,568,Plug-in Hydrogen Refueling,5
1539,Lead-acid,98.9,218,Ultra-Fast Charging (350 kW+),3.7
1540,Nickel-manganese-cobalt,86.4,311,Ultra-Fast Charging (350 kW+),12
1541,Sodium-ion,64.2,121,Mobile Charging,5.6
1542,Lithium-sulfur,25.8,288,Inductive (Wireless) Charging,1.7
1543,Lithium-iron phosphate,72.1,327,CCS,4.2
1544,Flow batteries,146.6,511,Battery Swapping,4.6
1545,Calcium-ion,22.8,321,Inductive (Wireless) Charging,11.3
1546,Zinc-air,138.3,442,CHAdeMO,8.1
1547,Lithium-sulfur,103.5,520,Ultra-Fast Charging (350 kW+),3.1
1548,Nickel-manganese-cobalt,138.3,253,Solar Charging,9.6
1549,Nickel-manganese-cobalt,54.8,577,CCS,5.4
1550,Lithium-iron phosphate,122.4,253,Battery Swapping,8.2
1551,Magnesium-ion,113.5,164,Plug-in Hydrogen Refueling,3.8
1552,Solid-state,92.5,196,Vehicle-to-Grid (V2G),4.8
1553,Lithium-sulfur,42.6,586,Level 2 Charging,2
1554,Lead-acid,48.7,315,Vehicle-to-Load (V2L),4.6
1555,Lithium-ion,100.2,208,Ultra-Fast Charging (350 kW+),9.4
1556,Nickel-manganese-cobalt,117.7,294,Inductive (Wireless) Charging,1.3
1557,Nickel-metal hydride,83.2,324,Plug-in Hydrogen Refueling,10.3
1558,Solid-state,114.7,206,Battery Swapping,9.5
1559,Lithium-iron phosphate,28.6,573,Overhead Pantograph Charging,3.7
1560,Nickel-manganese-cobalt,88.4,338,Mobile Charging,3
1561,Lithium-titanate,88.7,291,Level 2 Charging,1.2
1562,Nickel-manganese-cobalt,89.5,187,CCS,11.4
1563,Lithium-sulfur,36.8,489,Vehicle-to-Home (V2H),10.1
1564,Nickel-metal hydride,111.9,200,Level 1 Charging,5.1
1565,Nickel-metal hydride,57.5,148,CCS,3.8
1566,Calcium-ion,72.2,557,Ultra-Fast Charging (350 kW+),2.9
1567,Flow batteries,42.9,290,Plug-in Hydrogen Refueling,2.1
1568,Lithium-iron phosphate,103.4,286,NACS,6.4
1569,Nickel-metal hydride,85.1,252,Solar Charging,7.5
1570,Nickel-cobalt-aluminum,117.5,425,Vehicle-to-Load (V2L),7.7
1571,Sodium-ion,109.5,296,Plug-in Hydrogen Refueling,4.8
1572,Lithium-sulfur,33.7,342,Overhead Pantograph Charging,3
1573,Lithium-iron phosphate,93,457,Vehicle-to-Grid (V2G),2
1574,Solid-state,64,141,NACS,7.9
1575,Lead-acid,62.7,483,Vehicle-to-Grid (V2G),3.3
1576,Solid-state,74,281,Ultra-Fast Charging (350 kW+),8.2
1577,Nickel-manganese-cobalt,37,130,Vehicle-to-Load (V2L),8.4
1578,Lithium-titanate,55.8,206,CCS,2
1579,Lithium-titanate,95.2,525,NACS,5
1580,Lithium-iron phosphate,71.4,393,Battery Swapping,6.3
1581,Flow batteries,23.3,449,Ultra-Fast Charging (350 kW+),3
1582,Zinc-air,55.4,399,Level 2 Charging,9.3
1583,Lithium-sulfur,89.4,151,Solar Charging,1
1584,Solid-state,149.2,565,DC Fast Charging (DCFC),1.7
1585,Nickel-metal hydride,88.9,525,Vehicle-to-Grid (V2G),10.3
1586,Calcium-ion,120.1,232,Mobile Charging,4
1587,Calcium-ion,142.1,402,CCS,2.9
1588,Zinc-air,108.6,574,Level 1 Charging,12
1589,Nickel-manganese-cobalt,130.6,253,Mobile Charging,2.1
1590,Lithium-iron phosphate,98.7,222,DC Fast Charging (DCFC),0.9
1591,Sodium-ion,56.9,124,DC Fast Charging (DCFC),8.7
1592,Lithium-sulfur,125.8,272,NACS,12
1593,Zinc-air,90.6,460,Battery Swapping,6.5
1594,Zinc-air,148.8,458,Mobile Charging,5.5
1595,Nickel-metal hydride,70.7,168,Overhead Pantograph Charging,5.2
1596,Lead-acid,104.3,592,Vehicle-to-Grid (V2G),10.4
1597,Lithium-sulfur,148.5,511,CCS,6.1
1598,Nickel-metal hydride,43.5,384,CHAdeMO,3.8
1599,Solid-state,25.1,484,Battery Swapping,5.7
1600,Aluminum-ion,38.9,492,CHAdeMO,11.1
1601,Lithium-iron phosphate,23.8,574,Level 1 Charging,10.3
1602,Aluminum-ion,105.3,247,Vehicle-to-Load (V2L),6.9
1603,Magnesium-ion,64.8,567,Level 1 Charging,8.2
1604,Zinc-air,21.8,516,Mobile Charging,6.9
1605,Calcium-ion,74.5,593,Vehicle-to-Grid (V2G),7
1606,Sodium-ion,74.6,223,Ultra-Fast Charging (350 kW+),5.7
1607,Lithium-sulfur,96.4,382,Level 2 Charging,2.1
1608,Magnesium-ion,128.9,540,NACS,4.2
1609,Lithium-sulfur,30.4,463,CHAdeMO,4
1610,Nickel-metal hydride,128.4,388,Plug-in Hydrogen Refueling,0.7
1611,Zinc-air,57.8,192,Ultra-Fast Charging (350 kW+),10.3
1612,Aluminum-ion,134.6,416,DC Fast Charging (DCFC),5.6
1613,Sodium-ion,109,402,NACS,10.8
1614,Nickel-metal hydride,85,254,Overhead Pantograph Charging,0.6
1615,Zinc-air,83.3,409,Level 2 Charging,0.5
1616,Solid-state,86.8,288,Overhead Pantograph Charging,11.7
1617,Lithium-titanate,50.5,592,Plug-in Hydrogen Refueling,8
1618,Zinc-air,58.4,487,Overhead Pantograph Charging,2.8
1619,Nickel-manganese-cobalt,104.3,488,Vehicle-to-Grid (V2G),1.3
1620,Nickel-metal hydride,37.2,135,CCS,5
1621,Lithium-iron phosphate,108.9,163,Overhead Pantograph Charging,7.2
1622,Lithium-sulfur,130,410,Solar Charging,2.7
1623,Lithium-iron phosphate,38.6,323,Overhead Pantograph Charging,7.4
1624,Nickel-manganese-cobalt,73.7,391,DC Fast Charging (DCFC),10.6
1625,Lithium-titanate,75.6,249,NACS,5.5
1626,Calcium-ion,67.5,300,Mobile Charging,11.2
1627,Lithium-titanate,67.8,161,Level 1 Charging,4
1628,Calcium-ion,107.4,543,Vehicle-to-Grid (V2G),9.3
1629,Flow batteries,134.1,543,CHAdeMO,1.3
1630,Lead-acid,147.9,453,Level 1 Charging,3.8
1631,Flow batteries,99.4,168,DC Fast Charging (DCFC),3.9
1632,Solid-state,113.3,302,Vehicle-to-Load (V2L),5.1
1633,Nickel-metal hydride,134.8,522,CHAdeMO,0.8
1634,Calcium-ion,78.7,395,Plug-in Hydrogen Refueling,0.8
1635,Flow batteries,52.9,569,Solar Charging,10.7
1636,Nickel-metal hydride,54,289,DC Fast Charging (DCFC),10.9
1637,Lithium-titanate,109.8,462,Level 2 Charging,6.7
1638,Lithium-iron phosphate,28.3,307,Plug-in Hydrogen Refueling,10.8
1639,Nickel-manganese-cobalt,61.6,358,Level 2 Charging,2.8
1640,Lithium-sulfur,24.7,592,Level 2 Charging,2.3
1641,Solid-state,33.9,364,Plug-in Hydrogen Refueling,5.4
1642,Lithium-iron phosphate,40.8,133,Vehicle-to-Load (V2L),10.5
1643,Sodium-ion,77.2,176,Overhead Pantograph Charging,3.3
1644,Sodium-ion,92.7,134,Mobile Charging,6.7
1645,Nickel-metal hydride,137.1,336,NACS,6
1646,Sodium-ion,36.4,365,Overhead Pantograph Charging,11.3
1647,Flow batteries,79.4,524,Ultra-Fast Charging (350 kW+),6.9
1648,Nickel-metal hydride,110.1,346,Plug-in Hydrogen Refueling,2.8
1649,Lithium-sulfur,107.8,350,Inductive (Wireless) Charging,10.7
1650,Flow batteries,81.7,292,Overhead Pantograph Charging,8.7
1651,Calcium-ion,50.5,247,Battery Swapping,0.7
1652,Lithium-iron phosphate,144.4,193,CHAdeMO,10.1
1653,Lithium-ion,119.1,271,Vehicle-to-Load (V2L),9.6
1654,Lithium-ion,85.5,168,Plug-in Hydrogen Refueling,4.5
1655,Nickel-manganese-cobalt,136.3,407,NACS,1.7
1656,Flow batteries,128.1,515,CHAdeMO,0.8
1657,Lithium-sulfur,131.6,403,NACS,11.9
1658,Lithium-ion,31.2,441,Plug-in Hydrogen Refueling,9.6
1659,Aluminum-ion,103.8,471,Inductive (Wireless) Charging,11.9
1660,Zinc-air,26.8,520,Ultra-Fast Charging (350 kW+),1.3
1661,Lithium-titanate,143.7,133,Mobile Charging,6.8
1662,Solid-state,51.5,313,Plug-in Hydrogen Refueling,2.5
1663,Lithium-sulfur,121.4,557,Battery Swapping,9.3
1664,Magnesium-ion,116.4,104,Vehicle-to-Grid (V2G),6.2
1665,Lithium-iron phosphate,81.7,308,Overhead Pantograph Charging,7.9
1666,Lead-acid,90.6,590,Inductive (Wireless) Charging,5.2
1667,Nickel-metal hydride,97,194,Vehicle-to-Grid (V2G),5.5
1668,Nickel-metal hydride,91.5,428,Level 1 Charging,5.8
1669,Zinc-air,128.7,294,Solar Charging,0.8
1670,Solid-state,136,499,Plug-in Hydrogen Refueling,4.3
1671,Lead-acid,77.4,431,CCS,10.2
1672,Lithium-titanate,103,367,Vehicle-to-Home (V2H),7
1673,Solid-state,115,176,Mobile Charging,7.8
1674,Nickel-metal hydride,41.1,535,Inductive (Wireless) Charging,5.2
1675,Magnesium-ion,54,188,Plug-in Hydrogen Refueling,8
1676,Aluminum-ion,121.6,147,Battery Swapping,4
1677,Flow batteries,59.5,581,Overhead Pantograph Charging,3
1678,Lithium-titanate,133.4,359,Inductive (Wireless) Charging,9.5
1679,Nickel-cobalt-aluminum,127.9,365,Mobile Charging,3.3
1680,Lead-acid,48.4,524,Battery Swapping,4
1681,Magnesium-ion,27.7,469,Level 2 Charging,7.4
1682,Nickel-manganese-cobalt,49.5,478,Vehicle-to-Load (V2L),10.9
1683,Nickel-metal hydride,63.6,279,CCS,4.6
1684,Aluminum-ion,28.4,565,Vehicle-to-Home (V2H),7.4
1685,Nickel-metal hydride,51.1,280,Level 1 Charging,3.7
1686,Lithium-titanate,26.6,286,Vehicle-to-Load (V2L),3.1
1687,Zinc-air,50.2,148,DC Fast Charging (DCFC),6
1688,Lead-acid,129.9,312,Vehicle-to-Home (V2H),2.8
1689,Lithium-sulfur,134.8,188,Vehicle-to-Grid (V2G),0.8
1690,Zinc-air,128.2,223,Level 1 Charging,9.6
1691,Calcium-ion,96.7,173,CHAdeMO,11
1692,Lead-acid,144.4,257,Overhead Pantograph Charging,10.3
1693,Nickel-metal hydride,122.1,221,CCS,3.3
1694,Flow batteries,53.6,558,DC Fast Charging (DCFC),6.5
1695,Zinc-air,82.9,160,CCS,4.2
1696,Lithium-iron phosphate,131.4,360,CCS,10.2
1697,Zinc-air,137,502,Mobile Charging,5.6
1698,Lithium-sulfur,65,404,DC Fast Charging (DCFC),4.8
1699,Nickel-manganese-cobalt,92.1,117,Inductive (Wireless) Charging,9.1
1700,Lithium-ion,98.6,468,Inductive (Wireless) Charging,3.6
1701,Solid-state,135.5,525,CHAdeMO,5.6
1702,Solid-state,50.6,436,NACS,4.7
1703,Nickel-cobalt-aluminum,129.3,221,DC Fast Charging (DCFC),8
1704,Lithium-ion,23,166,DC Fast Charging (DCFC),3.5
1705,Flow batteries,89.3,410,Mobile Charging,1.7
1706,Aluminum-ion,67.2,410,Vehicle-to-Load (V2L),2.1
1707,Magnesium-ion,35.1,486,Vehicle-to-Grid (V2G),9.1
1708,Sodium-ion,84.3,334,CCS,2.7
1709,Lithium-sulfur,122.4,553,Plug-in Hydrogen Refueling,2.5
1710,Flow batteries,107.2,291,NACS,3.9
1711,Sodium-ion,69,600,Plug-in Hydrogen Refueling,7.3
1712,Zinc-air,139.7,216,Plug-in Hydrogen Refueling,8.9
