Vehicle_ID,Manufacturer,Model,Year,Country_of_Manufacture,Color
1464,Porsche,Panamera EV,2021,Spain,Cobalt Blue
1465,Hyundai,Ioniq 5,2017,Australia,Lime Green
1466,Genesis,GV70 Electric,2015,South Africa,Electric Blue
1467,Chevrolet,Equinox EV,2024,Italy,Lime Green
1468,Lotus,Eletre,2018,France,Cobalt Blue
1469,Canoo,Lifestyle Vehicle,2025,Argentina,Lime Green
1470,Ferrari,Roma PHEV,2022,Poland,Forest Green
1471,Mini,Mini Aceman,2020,Netherlands,Ruby Red
1472,Citroen,Ami,2025,Ireland,Matte Blue
1473,Lucid Motors,Lucid Gravity,2017,USA,Gun Metal
1474,Opel,Corsa-e,2020,China,Purple
1475,Hyundai,Ioniq 7 (upcoming),2018,Spain,Metallic Silver
1476,Fisker,Pear (upcoming),2023,Portugal,Gold
1477,BMW,iX3,2022,USA,Titanium
1478,Cadillac,Optiq (upcoming),2023,Netherlands,Cream
1479,XPeng,G9,2025,Hungary,Cream
1480,Zeekr,Zeekr X,2018,Ireland,Metallic Silver
1481,Citroen,??-Spacetourer,2022,Japan,Pearl White
1482,Canoo,MPDV,2025,Sweden,Rose Gold
1483,Lamborghini,Revuelto (PHEV),2020,Thailand,Ruby Red
1484,Nissan,Ariya,2018,Portugal,Turquoise
1485,Lucid Motors,Lucid Air,2022,Belgium,Volcanic Yellow
1486,Li Auto,L8,2018,Italy,White
1487,Canoo,MPDV,2022,Thailand,Blue
1488,Volkswagen,ID.Buzz,2023,Israel,Matte White
1489,BMW,iX3,2018,Denmark,Pearl White
1490,Volvo,XC40 Recharge,2024,Vietnam,Matte White
1491,Rimac,Nevera,2019,Czech Republic,Gun Metal
1492,Acura,ZDX (with GM Ultium),2023,Czech Republic,Titanium
1493,BYD,Tang EV,2016,Indonesia,Forest Green
1494,Geely,Geometry A,2019,Denmark,Gray
1495,Skoda,Enyaq,2016,Vietnam,Purple
1496,Honda,Honda Prologue,2016,India,Cosmic Purple
1497,Changan,Q05,2015,Singapore,Emerald Green
1498,Rivian,R1S,2020,Russia,Gun Metal
1499,Changan,SL03,2017,Saudi Arabia,Green
1500,Cadillac,Celestiq,2021,Switzerland,Aurora Blue
1501,Chevrolet,Bolt EUV,2023,India,Sunset Orange
1502,GMC,Hummer EV Pickup,2018,Germany,Midnight Black
1503,Lucid Motors,Lucid Air,2017,Ireland,Red
1504,Canoo,Pickup,2016,Hungary,Candy Apple Red
1505,Jaguar,I-PACE,2015,Norway,Charcoal
1506,Geely,Geometry C,2022,Thailand,Silver
1507,Rivian,EDV (Electric Delivery Van),2020,Turkey,Sapphire Blue
1508,Great Wall Motors,ORA Ballet Cat,2019,New Zealand,Brown
1509,Ferrari,SF90 Stradale (PHEV),2021,Turkey,Cobalt Blue
1510,Renault,Megane E-Tech,2019,Switzerland,Matte Black
1511,Dacia,Bigster EV (upcoming),2024,Hungary,Purple
1512,Canoo,Pickup,2021,France,Beige
1513,Audi,e-tron,2020,China,Ice Silver
1514,Canoo,MPDV,2023,Netherlands,Emerald Green
1515,Opel,Grandland Electric,2023,New Zealand,Ruby Red
1516,Lotus,Eletre,2021,Argentina,Ruby Red
1517,Nissan,Ariya,2023,Saudi Arabia,Metallic Silver
1518,XPeng,P7,2015,USA,Gray
1519,MG,MG ES5,2019,Russia,Teal
1520,NIO,EL7,2020,Indonesia,Red
1521,Audi,A6 e-tron (upcoming),2024,Denmark,Metallic Silver
1522,Canoo,Pickup,2015,Poland,Sapphire Blue
1523,Porsche,Taycan,2020,China,Bronze
1524,Great Wall Motors,ORA Ballet Cat,2022,United Arab Emirates,Charcoal
1525,Rimac,Nevera,2022,USA,Graphite Gray
1526,Nissan,Ariya,2024,Netherlands,White
1527,Fisker,Ocean,2020,Japan,Charcoal
1528,Zeekr,Zeekr 007,2020,Portugal,Brown
1529,Citroen,Ami,2017,France,Bronze
1530,Peugeot,e-3008,2023,Czech Republic,Aurora Blue
1531,XPeng,G6,2024,UK,Matte Black
1532,Ferrari,Roma PHEV,2021,Italy,Forest Green
1533,Nissan,Leaf,2017,Vietnam,Stealth Gray
1534,Mini,Mini Aceman,2019,Malaysia,Burgundy
1535,GMC,Hummer EV Pickup,2022,Ireland,Champagne
1536,XPeng,X9,2018,Germany,Charcoal
1537,Jaguar,I-PACE,2025,Saudi Arabia,Burgundy
1538,Canoo,Lifestyle Vehicle,2025,Japan,Gun Metal
1539,Lamborghini,Revuelto (PHEV),2021,Vietnam,Lime Green
1540,Li Auto,MEGA,2020,Malaysia,Teal
1541,Rivian,R1T,2020,Italy,Teal
1542,Toyota,Lexus UX 300e,2019,Poland,Red
1543,VinFast,VF 8,2015,Saudi Arabia,Platinum
1544,BMW,iX,2018,Indonesia,Gold
1545,Renault,Kangoo E-Tech,2019,Switzerland,Aurora Blue
1546,BYD,Dolphin,2017,Thailand,Graphite Gray
1547,Pininfarina,Battista,2025,Argentina,Beige
1548,Zeekr,Zeekr 007,2015,Spain,Cosmic Purple
1549,Mazda,MX-30,2025,USA,Pink
1550,Audi,Q4 e-tron,2016,Israel,Blue
1551,Peugeot,e-2008,2024,Denmark,Forest Green
1552,Nissan,Ariya,2017,India,Gun Metal
1553,Peugeot,e-5008,2018,Italy,Gray
1554,Renault,Kangoo E-Tech,2021,New Zealand,Yellow
1555,Jaguar,I-PACE,2019,Poland,Sunset Orange
1556,Lamborghini,Lanzador (upcoming EV),2018,Brazil,Stealth Gray
1557,Citroen,??-C4,2025,Poland,Green
1558,Porsche,Panamera EV,2020,United Arab Emirates,Gold
1559,Subaru,Solterra,2018,UK,Ice Silver
1560,Jaguar,I-PACE,2024,USA,Ice Silver
1561,Kia,Niro EV,2015,New Zealand,Matte White
1562,Honda,e:Ny1,2021,United Arab Emirates,Cobalt Blue
1563,Lotus,Emeya,2021,USA,Matte Gray
1564,Audi,Q4 e-tron,2019,South Korea,Metallic Silver
1565,Nissan,Ariya,2017,Indonesia,Cream
1566,Ford,Mustang Mach-E,2016,Italy,Charcoal
1567,Jeep,Grand Cherokee 4xe (PHEV),2017,Finland,Lime Green
1568,Volvo,XC40 Recharge,2018,Switzerland,Orange
1569,Volkswagen,ID.4,2019,Norway,White
1570,Faraday Future,FF 91,2018,Portugal,Forest Green
1571,Fisker,Pear (upcoming),2016,China,Rose Gold
1572,GMC,Hummer EV SUV,2021,Argentina,Matte Blue
1573,Rimac,Nevera,2020,Singapore,Navy Blue
1574,Jeep,Grand Cherokee 4xe (PHEV),2019,Indonesia,Ice Silver
1575,Mini,Mini Cooper SE,2021,France,Tan
1576,Cadillac,Optiq (upcoming),2025,Thailand,Yellow
1577,Nissan,Ariya,2018,USA,Navy Blue
1578,Nissan,Leaf,2021,Thailand,Copper
1579,Rimac,Nevera,2017,Thailand,Teal
1580,Acura,ZDX (with GM Ultium),2015,Canada,Lime Green
1581,Hyundai,Ioniq 7 (upcoming),2022,Japan,Orange
1582,XPeng,G6,2024,Austria,Crimson Red
1583,Faraday Future,FF 91,2025,Spain,Cobalt Blue
1584,Cadillac,Lyriq,2015,Israel,Copper
1585,Subaru,Solterra,2015,Saudi Arabia,Cream
1586,Mazda,MX-30,2016,South Korea,Charcoal
1587,Mini,Mini Electric,2022,UK,Blue
1588,Rivian,R1T,2016,USA,Sunset Orange
1589,Volkswagen,ID.2all,2023,China,Ice Silver
1590,NIO,ES7,2021,Finland,Magenta
1591,Polestar,Polestar 3,2016,Switzerland,Pink
1592,Audi,Q8 e-tron,2023,Russia,Ruby Red
1593,Faraday Future,FF 91,2022,Vietnam,Teal
1594,Nissan,Ariya,2016,Thailand,Lime Green
1595,Acura,ZDX (with GM Ultium),2022,USA,Beige
1596,Volvo,XC40 Recharge,2021,Turkey,Burgundy
1597,Maserati,Grecale Folgore,2025,New Zealand,White
1598,Volvo,C40 Recharge,2023,Hungary,Aurora Blue
1599,Chevrolet,Bolt EV,2019,Argentina,Crimson Red
1600,Lucid Motors,Lucid Gravity,2022,Czech Republic,Brown
1601,Cadillac,Celestiq,2023,France,Magenta
1602,VinFast,VFe34 (discontinued),2016,Italy,Copper
1603,Nissan,Ariya,2018,Israel,Matte Gray
1604,Polestar,Polestar 5 (upcoming),2024,Argentina,Champagne
1605,Ferrari,Ferrari EV (2025+),2015,Brazil,Magenta
1606,Renault,Megane E-Tech,2021,Japan,Candy Apple Red
1607,Mini,Mini Aceman,2016,Turkey,Black
1608,Toyota,Lexus RZ,2022,Saudi Arabia,White
1609,Subaru,Solterra,2015,Belgium,Pink
1610,Mazda,MX-30,2021,Malaysia,Turquoise
1611,VinFast,VF 8,2025,Italy,Matte White
1612,Zeekr,Zeekr 007,2017,Netherlands,Copper
1613,Opel,Corsa-e,2016,New Zealand,Electric Blue
1614,Jaguar,I-PACE,2024,France,Tan
1615,GMC,Hummer EV Pickup,2022,Israel,Midnight Black
1616,Dacia,Bigster EV (upcoming),2022,Malaysia,Volcanic Yellow
1617,Renault,5 E-Tech,2017,Saudi Arabia,Burgundy
1618,Geely,Geometry A,2016,UK,Yellow
1619,Fisker,Ocean,2025,Netherlands,Matte Green
1620,Audi,A6 e-tron (upcoming),2015,Malaysia,Sky Blue
1621,Polestar,Polestar 3,2017,India,Gray
1622,Mahindra,XUV400,2016,Belgium,Racing Red
1623,Ford,F-150 Lightning,2016,India,Rose Gold
1624,Mahindra,XUV400,2025,South Africa,Electric Blue
1625,Faraday Future,FF 91,2017,Argentina,Crimson Red
1626,Volvo,C40 Recharge,2022,Indonesia,Aurora Blue
1627,Canoo,MPDV,2019,USA,Purple
1628,Pininfarina,Battista,2017,Russia,Tan
1629,Opel,Corsa-e,2019,Vietnam,Magenta
1630,Mazda,Mazda EV (upcoming models),2022,Singapore,Champagne
1631,Nissan,Leaf,2018,Sweden,Titanium
1632,Seat,Avenger,2020,Thailand,White
1633,Tesla,Model S,2016,South Africa,Blue
1634,Citroen,??-C4,2021,Saudi Arabia,Pearl White
1635,Tesla,Model X,2025,Italy,Gun Metal
1636,BMW,i3,2018,South Korea,Turquoise
1637,Great Wall Motors,ORA Lightning Cat,2023,Turkey,Matte Black
1638,Mazda,MX-30,2019,Switzerland,Sky Blue
1639,Rivian,R1S,2019,France,White
1640,Canoo,Pickup,2023,France,Lime Green
1641,Seat,Avenger,2021,Canada,Brown
1642,Jeep,Grand Cherokee 4xe (PHEV),2025,Mexico,Black
1643,Jeep,Wagoneer S,2021,Israel,Forest Green
1644,Changan,Q05,2022,Vietnam,Brown
1645,Ford,E-Transit,2018,United Arab Emirates,Matte Blue
1646,Dacia,Jogger Hybrid,2017,USA,Forest Green
1647,Great Wall Motors,ORA Good Cat,2015,New Zealand,Pearl White
1648,Mazda,MX-30,2020,USA,Blue
1649,Toyota,bZ4X,2018,New Zealand,Teal
1650,Skoda,Elroq (upcoming),2024,Thailand,Navy Blue
1651,Skoda,Enyaq Coupe,2023,Sweden,Turquoise
1652,Opel,Mokka-e,2024,Spain,Stealth Gray
1653,Mini,Mini Electric,2021,Mexico,Green
1654,Ford,Explorer EV (Europe),2015,Spain,Electric Blue
1655,Mazda,MX-30,2020,Singapore,Aurora Blue
1656,Acura,ZDX (with GM Ultium),2019,Italy,Champagne
1657,XPeng,X9,2020,Czech Republic,Gray
1658,Maserati,GranTurismo Folgore,2025,Germany,Matte Blue
1659,Genesis,GV70 Electric,2015,Switzerland,Tan
1660,BMW,iX3,2015,USA,Orange
1661,Genesis,GV70 Electric,2020,Norway,Stealth Gray
1662,Geely,Geometry C,2021,Turkey,Black
1663,Audi,Q4 e-tron,2024,Austria,Teal
1664,Lamborghini,Revuelto (PHEV),2025,Finland,Candy Apple Red
1665,Mini,Mini Cooper SE,2024,Thailand,Yellow
1666,XPeng,G6,2025,South Africa,Matte White
1667,Mercedes-Benz,G-Class Electric (upcoming),2021,Turkey,Titanium
1668,XPeng,G9,2017,Hungary,Forest Green
1669,Ford,Explorer EV (Europe),2020,Argentina,Matte Gray
1670,Mazda,MX-30,2022,Singapore,Metallic Silver
1671,Faraday Future,FF 91,2023,Japan,Brown
1672,Honda,Honda Prologue,2024,Australia,Teal
1673,Lucid Motors,Lucid Air,2016,Thailand,Graphite Gray
1674,Genesis,GV80 Electric,2017,United Arab Emirates,Orange
1675,Lucid Motors,Lucid Air,2017,Singapore,Gold
1676,Seat,Avenger,2022,Argentina,Gun Metal
1677,Mahindra,XUV400,2020,Portugal,Red
1678,MG,MG4 Electric,2025,Austria,Rose Gold
1679,Mahindra,XUV400,2021,Australia,Lime Green
1680,Mercedes-Benz,EQS SUV,2024,Vietnam,Volcanic Yellow
1681,VinFast,VF 8,2020,Australia,Cream
1682,Ferrari,SF90 Stradale (PHEV),2022,Hungary,Matte Blue
1683,Nissan,Leaf,2021,USA,Ice Silver
1684,Rivian,R1S,2018,Austria,Sky Blue
1685,Faraday Future,FF 91,2016,Brazil,Cream
1686,Faraday Future,FF 91,2016,Brazil,Cosmic Purple
1687,Canoo,MPDV,2016,Brazil,Magenta
1688,Volkswagen,ID.6,2017,France,Beige
1689,Renault,5 E-Tech,2021,Turkey,Orange
1690,Ferrari,SF90 Stradale (PHEV),2016,Ireland,Sapphire Blue
1691,Chevrolet,Volt (PHEV),2024,Malaysia,Tan
1692,Canoo,MPDV,2023,Sweden,Copper
1693,Chevrolet,Bolt EUV,2023,Argentina,Turquoise
1694,Jeep,Wrangler 4xe (PHEV),2019,Poland,Ruby Red
1695,Genesis,GV70 Electric,2025,Israel,Sky Blue
1696,Faraday Future,FF 91,2022,UK,Sapphire Blue
1697,Kia,Niro EV,2021,New Zealand,Brown
1698,Tesla,Model Y,2025,Portugal,Gold
1699,Faraday Future,FF 91,2023,South Korea,Teal
1700,Genesis,GV60,2019,Brazil,Sunset Orange
1701,MG,MG ZS EV,2015,Hungary,Stealth Gray
1702,Mercedes-Benz,EQE,2015,United Arab Emirates,Silver
1703,Jaguar,I-PACE,2018,India,Forest Green
1704,Great Wall Motors,ORA Good Cat,2015,South Korea,Navy Blue
1705,VinFast,VF 6,2025,South Africa,White
1706,Subaru,Solterra,2019,India,Pink
1707,Geely,Emgrand EV,2025,Israel,Forest Green
1708,Volvo,XC40 Recharge,2020,New Zealand,Matte Black
1709,NIO,ET7,2019,Switzerland,Volcanic Yellow
1710,Skoda,Enyaq Coupe,2017,Thailand,Gun Metal
1711,Nissan,Ariya,2021,Switzerland,Black
1712,Volvo,EX90,2025,Brazil,Green
1713,Mini,Mini Aceman,2017,Spain,Silver
1714,Maserati,GranTurismo Folgore,2017,Saudi Arabia,Green
1715,Pininfarina,Battista,2023,Israel,Copper
1716,Jaguar,I-PACE,2019,France,Racing Red
1717,Mahindra,XUV400,2025,Denmark,Tan
1718,Canoo,Lifestyle Vehicle,2021,China,Graphite Gray
1719,Jeep,Wrangler 4xe (PHEV),2021,USA,Platinum
1720,NIO,ES6,2018,Mexico,Matte Black
1721,Polestar,Polestar 5 (upcoming),2025,Austria,Graphite Gray
1722,Lamborghini,Revuelto (PHEV),2017,Mexico,Purple
1723,Peugeot,e-2008,2020,France,Midnight Black
1724,Maserati,GranTurismo Folgore,2018,United Arab Emirates,Navy Blue
1725,Tesla,Model Y,2024,Israel,Ruby Red
1726,Volkswagen,ID.Buzz,2019,Denmark,Emerald Green
1727,GMC,Hummer EV SUV,2018,Austria,Lime Green
1728,Mercedes-Benz,EQA,2016,Belgium,Sky Blue
1729,Kia,EV6,2019,Netherlands,Black
1730,Geely,Geometry C,2020,China,Lime Green
1731,Kia,EV6,2022,Poland,Purple
1732,Canoo,Lifestyle Vehicle,2021,Hungary,Beige
1733,Porsche,Macan EV,2022,Brazil,Matte Green
1734,Canoo,MPDV,2018,Sweden,Bronze
1735,Li Auto,L8,2018,Argentina,Aurora Blue
1736,Chevrolet,Equinox EV,2021,Norway,Matte Gray
1737,Toyota,bZ4X,2020,South Africa,Matte Gray
1738,Ferrari,Roma PHEV,2024,New Zealand,Titanium
1739,Tesla,Model S,2024,Portugal,Electric Blue
1740,Zeekr,Zeekr 007,2022,Australia,Yellow
1741,Hyundai,Ioniq 6,2024,Spain,Matte Black
1742,Fisker,Pear (upcoming),2021,Germany,Brown
1743,Mazda,MX-30,2020,Hungary,Bronze
1744,Mahindra,Born Electric (upcoming range),2019,China,Brown
1745,Subaru,Solterra,2017,Vietnam,Champagne
1746,Lotus,Evija,2019,India,Lime Green
1747,Opel,Corsa-e,2017,Switzerland,Ruby Red
1748,Mahindra,Born Electric (upcoming range),2020,Sweden,Tan
1749,Mazda,MX-30,2025,France,Crimson Red
1750,Li Auto,L7,2022,Malaysia,Orange
1751,NIO,ES6,2021,Ireland,Matte Gray
1752,Mazda,MX-30,2019,Australia,Candy Apple Red
1753,Li Auto,MEGA,2019,Brazil,Sunset Orange
1754,Rimac,Nevera,2018,Singapore,Silver
1755,MG,MG4 Electric,2018,Mexico,Cobalt Blue
1756,Volkswagen,ID.6,2021,Germany,Sunset Orange
1757,Jeep,Wagoneer S,2021,United Arab Emirates,Green
1758,XPeng,P5,2016,Indonesia,Ruby Red
1759,XPeng,P5,2023,Thailand,Turquoise
1760,Dacia,Jogger Hybrid,2018,Czech Republic,Brown
1761,Porsche,Macan EV,2016,Japan,Beige
1762,Honda,Honda Prologue,2023,Denmark,White
1763,Volvo,EX90,2025,New Zealand,Champagne
1764,Skoda,Enyaq,2015,Hungary,Tan
1765,Acura,ZDX (with GM Ultium),2016,Singapore,Blue
1766,NIO,ES8,2020,Norway,Sapphire Blue
1767,Maserati,Grecale Folgore,2023,Spain,Red
1768,Kia,EV6,2024,Norway,Yellow
1769,Hyundai,Ioniq 6,2021,South Korea,Metallic Silver
1770,Geely,Geometry C,2023,Argentina,Tan
1771,Dacia,Bigster EV (upcoming),2018,Ireland,Midnight Black
1772,Ford,Mustang Mach-E,2021,India,Ice Silver
1773,Renault,5 E-Tech,2017,Turkey,Platinum
1774,XPeng,G6,2025,Portugal,Metallic Silver
1775,Volvo,C40 Recharge,2025,Australia,Matte Gray
1776,Lamborghini,Lanzador (upcoming EV),2024,Finland,Charcoal
1777,MG,MG ZS EV,2017,United Arab Emirates,Copper
1778,VinFast,VF 8,2019,Japan,Pink
1779,Jeep,Wagoneer S,2021,Brazil,Pink
1780,Geely,Emgrand EV,2021,Indonesia,Blue
1781,Faraday Future,FF 91,2023,Malaysia,Stealth Gray
1782,Rivian,R1S,2016,Singapore,Cosmic Purple
1783,Renault,Megane E-Tech,2020,Indonesia,Racing Red
1784,Mini,Mini Aceman,2021,South Africa,Cream
1785,Mercedes-Benz,EQE SUV,2025,USA,Matte White
1786,Zeekr,Zeekr 009,2021,Turkey,Champagne
1787,Toyota,Lexus UX 300e,2019,Denmark,Teal
1788,Acura,ZDX (with GM Ultium),2023,China,Sky Blue
1789,Rimac,Nevera,2025,Finland,Bronze
1790,Jaguar,I-PACE,2022,Brazil,Electric Blue
1791,Citroen,Ami,2020,South Africa,Gray
1792,Great Wall Motors,ORA Lightning Cat,2021,Turkey,Green
1793,Audi,Q4 e-tron,2018,Brazil,Yellow
1794,Ford,Explorer EV (Europe),2015,Italy,Cream
1795,Ferrari,SF90 Stradale (PHEV),2016,Sweden,Sky Blue
1796,Renault,5 E-Tech,2023,Italy,Matte Gray
1797,BYD,Dolphin,2022,Germany,Navy Blue
1798,Cadillac,Optiq (upcoming),2016,Poland,Bronze
1799,Kia,EV9,2019,Singapore,Lime Green
1800,Great Wall Motors,ORA Good Cat,2020,Poland,Emerald Green
1801,Faraday Future,FF 91,2017,Russia,Blue
1802,Jeep,Recon (upcoming),2022,Spain,Ruby Red
1803,Audi,Q4 e-tron,2023,Spain,Cream
1804,Kia,EV9,2023,Belgium,Charcoal
1805,Peugeot,e-3008,2022,Indonesia,Ruby Red
1806,Li Auto,L8,2018,France,Sunset Orange
1807,Renault,Kangoo E-Tech,2025,Hungary,Teal
1808,Opel,Mokka-e,2015,Finland,Teal
1809,Changan,Q05,2025,Hungary,Matte Black
1810,Faraday Future,FF 91,2025,Denmark,Teal
1811,Lotus,Evija,2021,UK,Bronze
1812,Toyota,bZ4X,2015,Austria,Sapphire Blue
1813,Geely,Geometry A,2019,Austria,Sky Blue
1814,MG,MG4 Electric,2020,Israel,Cobalt Blue
1815,NIO,EC6,2024,China,Pearl White
1816,Jeep,Recon (upcoming),2025,Thailand,Magenta
1817,BYD,Seagull,2018,South Africa,Orange
1818,Rivian,R1S,2022,Saudi Arabia,Platinum
1819,Subaru,Solterra,2023,Italy,Lime Green
1820,Toyota,bZ4X,2016,Turkey,White
1821,Ferrari,SF90 Stradale (PHEV),2021,India,Sunset Orange
1822,Great Wall Motors,ORA Ballet Cat,2016,South Africa,Matte White
1823,Canoo,MPDV,2018,Thailand,Pink
1824,Chevrolet,Volt (PHEV),2025,Singapore,Burgundy
1825,Subaru,Solterra,2020,Argentina,Red
1826,Changan,SL03,2022,Thailand,Forest Green
1827,Jaguar,I-PACE,2024,Sweden,White
1828,Citroen,Ami,2019,Hungary,Forest Green
1829,Opel,Grandland Electric,2020,UK,Stealth Gray
1830,MG,MG ES5,2024,France,Sunset Orange
1831,Fisker,Pear (upcoming),2023,India,Ice Silver
1832,Acura,ZDX (with GM Ultium),2018,Thailand,Stealth Gray
1833,Volvo,EX30,2020,UK,Crimson Red
1834,Honda,Honda e (discontinued),2021,Spain,Champagne
1835,Maserati,Grecale Folgore,2024,India,Teal
1836,Cadillac,Optiq (upcoming),2020,France,Orange
1837,Geely,Geometry C,2019,Australia,Burgundy
1838,Skoda,Enyaq,2018,Brazil,Rose Gold
1839,Genesis,G80 Electric,2016,Malaysia,Sapphire Blue
1840,Ferrari,Roma PHEV,2017,China,Candy Apple Red
1841,Volkswagen,ID.7,2024,Netherlands,Ruby Red
1842,Rivian,EDV (Electric Delivery Van),2024,Germany,Cosmic Purple
1843,Tesla,Model Y,2024,Italy,Purple
1844,VinFast,VF 9,2019,Belgium,Pink
1845,Mercedes-Benz,EQE SUV,2020,Poland,Tan
1846,Lamborghini,Lanzador (upcoming EV),2023,Netherlands,Gray
1847,Dacia,Bigster EV (upcoming),2023,Italy,Lime Green
1848,Lucid Motors,Lucid DreamDrive,2016,Singapore,Midnight Black
1849,Zeekr,Zeekr 001,2018,Japan,Green
1850,Skoda,Enyaq,2025,China,Bronze
1851,Toyota,Lexus RZ,2021,Singapore,Cream
1852,Great Wall Motors,ORA Ballet Cat,2020,Turkey,Turquoise
1853,Dacia,Jogger Hybrid,2021,Austria,Charcoal
1854,MG,MG ZS EV,2024,Russia,Brown
1855,Audi,A6 e-tron (upcoming),2017,Belgium,Gray
1856,Genesis,GV70 Electric,2022,Argentina,Emerald Green
1857,Mazda,MX-30,2015,Poland,Burgundy
1858,Mercedes-Benz,EQS SUV,2017,Singapore,Ruby Red
1859,VinFast,VF 9,2022,Mexico,Emerald Green
1860,BYD,Dolphin,2016,Japan,Sky Blue
1861,Maserati,Grecale Folgore,2025,South Korea,Volcanic Yellow
1862,Great Wall Motors,ORA Lightning Cat,2017,Italy,Titanium
1863,VinFast,VFe34 (discontinued),2018,France,Blue
1864,Porsche,Macan EV,2021,USA,Matte Green
1865,Pininfarina,Battista,2022,Hungary,Ruby Red
1866,Polestar,Polestar 2,2017,Belgium,Navy Blue
1867,Ferrari,SF90 Stradale (PHEV),2025,Poland,Ruby Red
1868,Honda,Honda e (discontinued),2015,Sweden,Gun Metal
1869,Volvo,C40 Recharge,2019,Israel,Racing Red
1870,Changan,SL03,2018,Austria,Aurora Blue
1871,Volvo,EX90,2019,Singapore,Black
1872,Fisker,Ocean,2020,Germany,Yellow
1873,Faraday Future,FF 91,2025,Poland,Sky Blue
1874,Canoo,Pickup,2016,Israel,Red
1875,Dacia,Jogger Hybrid,2019,Mexico,Orange
1876,Porsche,Macan EV,2019,China,Rose Gold
1877,Rimac,Nevera,2015,Sweden,Copper
1878,Genesis,G80 Electric,2024,Germany,Brown
1879,Hyundai,Ioniq 6,2021,South Africa,Graphite Gray
1880,Jaguar,I-PACE,2018,South Africa,Green
1881,Chevrolet,Equinox EV,2021,USA,Silver
1882,Skoda,Elroq (upcoming),2019,Australia,Black
1883,Opel,Mokka-e,2024,Ireland,Copper
1884,Honda,Honda e (discontinued),2015,Mexico,Matte Gray
1885,Mini,Mini Aceman,2020,Malaysia,Blue
1886,Fisker,Pear (upcoming),2020,Germany,Forest Green
1887,VinFast,VF 7,2021,Sweden,Yellow
1888,Nissan,Leaf,2020,Switzerland,Matte Gray
1889,Volkswagen,ID.5,2021,South Africa,Forest Green
1890,Volvo,EX30,2017,Portugal,Cosmic Purple
1891,Toyota,Lexus RZ,2021,India,Cobalt Blue
1892,Tesla,Model 3,2017,Malaysia,Sunset Orange
1893,Ferrari,Ferrari EV (2025+),2015,Mexico,White
1894,Porsche,Macan EV,2024,Japan,Sapphire Blue
1895,XPeng,X9,2020,Netherlands,Charcoal
1896,Lucid Motors,Lucid DreamDrive,2016,China,Crimson Red
1897,Skoda,Enyaq Coupe,2025,Singapore,Forest Green
1898,Peugeot,e-208,2016,Ireland,Beige
1899,Opel,Corsa-e,2019,China,Stealth Gray
1900,Tesla,Model X,2016,USA,Matte Blue
1901,Toyota,bZ4X,2021,France,Metallic Silver
1902,Citroen,??-C4,2022,Germany,Bronze
1903,Tesla,Cybertruck,2018,Czech Republic,Sapphire Blue
1904,NIO,ET5,2018,United Arab Emirates,Ice Silver
1905,Chevrolet,Bolt EV,2015,Hungary,Pearl White
1906,Mazda,Mazda EV (upcoming models),2022,South Africa,Platinum
1907,Polestar,Polestar 5 (upcoming),2016,Malaysia,Red
1908,Faraday Future,FF 91,2015,Vietnam,Stealth Gray
1909,Mazda,Mazda EV (upcoming models),2016,South Africa,Crimson Red
1910,Volvo,XC40 Recharge,2022,South Korea,White
1911,Rivian,EDV (Electric Delivery Van),2021,Australia,Yellow
1912,MG,MG ES5,2017,Belgium,Pink
1913,Mini,Mini Electric,2019,New Zealand,Orange
1914,BYD,Atto 3,2025,Canada,Cosmic Purple
1915,Lucid Motors,Lucid Gravity,2019,Hungary,Lime Green
1916,Mini,Mini Electric,2022,Argentina,Charcoal
1917,Porsche,Cayenne Electric (upcoming),2015,Hungary,Green
1918,VinFast,VF 8,2024,United Arab Emirates,Sky Blue
1919,GMC,Hummer EV Pickup,2025,China,Electric Blue
1920,Polestar,Polestar 5 (upcoming),2020,United Arab Emirates,Matte Black
1921,XPeng,G9,2016,Spain,Tan
1922,Rimac,Nevera,2021,Singapore,Burgundy
1923,VinFast,VFe34 (discontinued),2017,India,Midnight Black
1924,Mercedes-Benz,EQE,2020,Belgium,Bronze
1925,MG,MG ZS EV,2016,Ireland,Black
1926,Seat,Avenger,2024,Netherlands,Ice Silver
1927,Kia,Niro EV,2015,Indonesia,Orange
1928,Lucid Motors,Lucid Gravity,2023,Finland,Lime Green
1929,Cadillac,Celestiq,2022,Sweden,Platinum
1930,Skoda,Enyaq,2021,Australia,Ruby Red
1931,Mercedes-Benz,EQB,2018,Turkey,Silver
1932,MG,MG ES5,2018,South Africa,Cosmic Purple
1933,Citroen,??-Spacetourer,2023,Germany,Candy Apple Red
1934,Skoda,Elroq (upcoming),2017,Finland,Pearl White
1935,BYD,Han EV,2015,Switzerland,Midnight Black
1936,Volkswagen,ID.4,2020,Portugal,Lime Green
1937,Jaguar,I-PACE,2024,Thailand,Tan
1938,Great Wall Motors,ORA Ballet Cat,2025,China,Gold
1939,Nissan,Ariya,2019,Russia,Yellow
1940,Tesla,Cybertruck,2017,Indonesia,Sapphire Blue
1941,Mercedes-Benz,EQE SUV,2020,South Korea,Matte Gray
1942,Fisker,Pear (upcoming),2015,Denmark,Pink
1943,Canoo,Pickup,2020,Saudi Arabia,Matte Gray
1944,Nissan,Leaf,2015,Saudi Arabia,Orange
1945,Seat,Avenger,2019,Singapore,Teal
